name,cmd,hit,dmg,speed,onBlock,onHit,onCounter,notes
claudio,"b+4, 2","m, m (STB)","10,20",17,-12,KND,KND,
claudio,"b+4, 3","m, h","10,14",17,-12~-11,-4~-3,+1~+2,Homing
claudio,"b+4, 3, 2","m, h (TJ)","10,14,20",17,-13~-12,KND,KND,
claudio,b+1+2,m,25,22~23 pc8~21,-13~-12,KND,KND,Power crush
claudio,b+3+4,m,24,29~30,-14~-13,KND,KND,"Wall bounce, Homing"
claudio,b+2+3,!,60,72,TKMD,TKMD,TKMD,
claudio,u/b or u or u/f+2,m (TJ),25,25 js9~24,-9,KND,KND,
claudio,u/b+3,m (TJ),20,23~24 js9~,+2~+3s,+7~+8s,JG,
claudio,u+3,m (TJ),21,23~24 js9~,+2~+3s,+7~+8s,JG,
claudio,u/f+3,m (TJ),22,23~24 js9~,+2~+3s,+7~+8s,JG,
claudio,u/b or u or u/f+4,m (TJ),13,15~17 js9~,-13~-11,Launch (JG?),Launch (JG?),
claudio,u/f+3+4,mm,"10,14","20,33~34 2js21~",-11~-10,KND,KND,
claudio,"f, F+2 or FC+d/f+2",m,14,14~16 (15~),-18~-16,-7~-5,-7~-5,
claudio,"f, F+2, 2 or FC+d/f+2, 2","m, h (STB)","14,20",14~16 (15~),-2~-1,KND,KND,
claudio,"f, F+2, 1+2 or FC+d/f+2, 1+2","m, m","14,20",14~16 (15~),-13~-12,KND,KND,Wall bounce
claudio,"f, F+4",m (TJ),20,15~17 (16~) js11~,-5~-3,KND,KND,
claudio,"f, f, f+2",h (STB),40,13~16 (16~) js3~,+7~+10g,KND,KND,
claudio,WS+1,m,12,12~13,-4~-3,+7~+8,+7~+8,
claudio,"WS+1, 1","m, h","12,15",12~13,-12,+9,+9,
claudio,WS+2,"m(, (Special))(STB)",20,15~16,-14~-13,Launch (JG?),Launch (JG?),
claudio,WS+3,m,20,16,-8,KND,KND,
claudio,WS+4,m,18,11~12,-6~-5,+5~+6,+5~+6,
claudio,SS+4,l,20,20~21s (29~),-12~-11,+6~+7s,KND,
claudio,From special move,(STB),-,20~21 (29~),-,-,-,
claudio,STB f+1+2,m,10,16,-18,-7,-7,
claudio,"STB f+1+2, 1+2","m, m","10,20",16,-9,SPD,SPD,
claudio,STB d+1,m,16,17~18,-9~-8,+2~+3,+2~+3,
claudio,"STB d+1, 2","m, m","16,23",17~18,+8~+9,KND,KND,Tail spin
claudio,STB d+2,l (TC),11,20s cs7~,-12,-1,-1,
claudio,"STB d+2, 2","l, l","11,15",cs1~,-12~-11,KND,KND,
claudio,STB d/b+1+2,"m, !","20,20","20,55",CS,CS,CS,
claudio,STB b+4,m,10,17,-14,-3,-3,
claudio,"STB b+4, 3","m, h","10,14",17,-15~-14,-4~-3,-4~-3,Homing
claudio,"STB b+4, 3, 2","m, h, m (TJ)","10,14,35",js1~31,-1~0,JG,JG,
claudio,1,h,9,10,+1,+8,+8,
claudio,2,h,10,12,-3,+3,+3,
claudio,3,h,21,12,-6,-1,JG,
claudio,4,h,-,12,–,+,KND,
claudio,b+1,m,-,18,-5,KND,KND,"Tail spin, Homing"
claudio,b+2,h (STB),30,14~15,-9~-8,KND,KND,
claudio,b+3,m,-,13,-4,+7,+7,
claudio,b+4,m,-,17,-14,+,+,
claudio,f+1,h,9,10,+1,+8,+8,
claudio,f+2,h,-,12,0,+6,+6,
claudio,f+3,h (TJ),27,18 js9~,-5,+15k,Tail spin,"Homing, Tail spin"
claudio,f+4,m,23,22~23,+4s,+4s,KND,
claudio,"f, F+1",h,9,10(11~),+1,+8,+8,
claudio,"f, F+2",m,-,15(16~),-19,+,+,
claudio,"f, F+3",m,-,18?(19~),-10?,-,-,"Homing, Tail spin"
claudio,"f, F+4",m,-,(~),-5,KND,KND,
claudio,d+1,m,16,17~18,-8~-7,+2~+3,+2~+3,
claudio,"d+1, 2","m, m","16,16",17~18,-9,+4,+9,
claudio,d+2,l (TC),11,20 cs6,-12,-1,-1,
claudio,"d+2, 2","l, l (TC)","11,15",20,-12,0,0,
claudio,d+3,l (TC),12,16s,-17,-3,-3,
claudio,d+4,l (TC),7,12 RC,-13,-2,-2,
claudio,d/b+1,Sm (TC),5,10s,-5,+6,+6,
claudio,d/b+2,Sm (TC),8,11s,-4,+7,+7,
claudio,d/b+3,l(TC?),-,24s,-15,+3s,KND,
claudio,d/b+4,l,-,15?,-11,0,-,
claudio,FC+1,Sm (TC),5,10s,-5,+6,+6,
claudio,FC+d/b or d+2,Sm (TC),8,11s,-4,+7,+7,
claudio,FC+3,l (TC),12,16s,-17,-3,-3,
claudio,FC+4,l (TC),10,12s,-15,-4,-4,
claudio,WS+1,m,-,13?,–,+,+,
claudio,WS+2,"m(, (Special))(STB)",-,15,-14,Launch (JG?),Launch (JG?),
claudio,WS+3,m,-,16,-8,KND,KND,
claudio,WS+4,m,24,11~12,-6~-5,+5~+6,+5~+6,
claudio,d/f+1,m,-,15,-2,+,+,
claudio,d/f+2,m,-,14,-13,+2,CS,
claudio,d/f+3,m,-,14,–,+,+,
claudio,d/f+4,m,-,13,–,+,+,
claudio,u/b or u or u/f+1,m (TJ),16,18,-8,+3,+3,
claudio,u/b+2,m (TJ),-,18,-,-,-,
claudio,u or u/f+2,m (TJ),25,25,-9,KND,KND,
claudio,u/b+3,m (TJ),20,23,+2s,+7s,JG,
claudio,u or u/f+3,m (TJ),20,23,+2s,+7s,JG,
claudio,u/b or u+4,m (TJ),-,15,-13,JG,JG,
claudio,u/f+4,m (TJ),-,15,-13,JG,JG,
claudio,SS+1,h,9,10(11~),+1,+8,+8,
claudio,SS+2,h,-,11,0,+,+,
claudio,SS+3,-,-,12(13~),-,-,-,
claudio,SS+4,l,20,20~21s (29~),-12~-11,+6~+7s,KND,
claudio,BT 1 or 2,h,20,8,-8,+3,+3,
claudio,BT 3 or 4,h,33,10,-8,KND,KND,
claudio,BT d+1 or 2,Sm,10,10s,-2,+9,+9,
claudio,BT d+3 or 4,l,12,10s,-11,+3,+3,
