name,cmd,hit,dmg,speed,onBlock,onHit,onCounter,notes
luckyChloe,d/b+1,m,20,21 pc8~,-13,KND,KND,"Power crush, Wall bound"
luckyChloe,d/b+4,l (TC),15,18 cs6~,-14,-3,-2,
luckyChloe,"d/b+4, 4","l (TC), m?(SCT)","15,15",18 6~,-1,+3,+12,
luckyChloe,d/b+1+2,m,20,25~26,-16~-15,Launch (JG?),Launch (JG?),
luckyChloe,b+1,m,20,17~19,-11~-9,KND,KND,
luckyChloe,b+2,m,20,22,-4,+4s,KND,
luckyChloe,b+3,m,15,17,-11,+10kg,+10kg,"Tail spin, Homing"
luckyChloe,"b+3, B",m,15,17b,-8,+13kg,+13kg,"Tail spin, Homing"
luckyChloe,b+4,m,17,16,-8,+8,CS,
luckyChloe,b+3+4,(recover bt),-,js6,-,-,-,
luckyChloe,b+1+2,hhhh,"5,5,5,15","20,26,32, 40~42 pc8~19",-8~-6,KND,KND,Power crush
luckyChloe,u/b+4,! (TJ),60,76~77 js48~,TFU,TFU,TFU,
luckyChloe,u+3+4,mm (TJ),"5,10",20 js9~,-9,KND,KND,
luckyChloe,u/f+3(u+3 or u/b+3),m (TJ),"13(10,7)",15~16 js9~,-15~-14,Launch,Launch,
luckyChloe,u/f+4,m,13,15~16 js9~,-13~-12,Launch (JG?),Launch (JG?),
luckyChloe,u/f+3+4,m (TJ),15,24~26 js11~,-5~-3,-8~-6s,-8~-6s,
luckyChloe,"u/f+3+4, 3","m (TJ), l, (TWISTL)","15,17",27~29 11~,-11,+7s,+7s,
luckyChloe,"u/f+3+4, 3+4","m (TJ), m (TJ)","15,15",js11~,-3~-1,+4~+6s,KND,
luckyChloe,"u/f+3+4, 3+4, 4","m (TJ), m (TJ), m","15,15,20",js18~,-16~-14s,KND,KND,
luckyChloe,"f, F+3",m,25,18(19~),-6,KND,KND,
luckyChloe,"f, f, f+3",m (TJ),27,22~25 (25~) js3~,+6~+9,KND,KND,
luckyChloe,"f, f, f+3+4","l, l (TJ) (TC)","15, 20","23 js5, cs10",-29,KND,KND,
luckyChloe,"f, f, f+3+4 (last hit only)","l, l",20,-,-29,KND,KND,
luckyChloe,WS+1,m,10,14~15,-5~-4,+6~+7,+6~+7,
luckyChloe,"WS+1, 4","m, m?","10,10",14~15,-16,Launch (JG?),Launch (JG?),
luckyChloe,WS+2 ,m,20,16,-13,Launch (JG?),Launch (JG?),
luckyChloe,WS+3,m (TC),25,15~16 cs1~,-12~-11,KND,JG,
luckyChloe,WS+4,m,15,11,-3,+8,+8,
luckyChloe,FC+d/f+1,l (TC),15,18~19 cs1~,-14~-13,+4~+5s,KND,
luckyChloe,FC+d/f+2,m (TC),15,21~22 cs1~20,-7~-6,+15~+16kg,+15~+16kg,"Tail spin, Homing"
luckyChloe,FC+d/f+4,m,24,17~18,-17~-16,CS,CS,
luckyChloe,SS+4,l,17,21~22b (30~) cs6~,-9~-8 (11b),+2~+3,KND,
luckyChloe,1+2+3,(Special),-,21~22 (30~) 6~,-,-,-,
luckyChloe,1+2+4,(Special),-,21~22 (30~) 6~,-,-,-,
luckyChloe,d/b+3,"l, (TWISTL)",17,15,-11,+7s,+7s,
luckyChloe,d/b+3 (After stance ends),"l, (TWISTL)",17,15,-32,-13s,-13s,
luckyChloe,"d/b+3, b","l, (TWISTL)",17,15b,-25,-6s,-6s,
luckyChloe,d/b+3~4,"l, l","17,12",15,-13,0,0,
luckyChloe,TWISTL 1,h,12,10,+1,+8,+8,
luckyChloe,TWISTL 2,m,17,18,-7,+5,KND,
luckyChloe,TWISTL f2,m,15,27,-4,+7,+7,
luckyChloe,TWISTL 3,m,20,34~40,+4~+10,KND,KND,
luckyChloe,TWISTL 4,m(SCT),21,26,-18,-7,-7,
luckyChloe,TWISTL d/b+4,l (TC),15,24,-16,+3s,+3s,
luckyChloe,TWISTL d/b+4j,"l, (TWISTR)",19,28,-13,+4s,+4s,
luckyChloe,TWISTR d/b+3j,"l, (TWISTL)",17,20,-11,+7s,+7s,
luckyChloe,"f, F+4 or from special move","m, (SCT)",21,23(24~),-1,+3,+12,
luckyChloe,SCT 4,m (TJ),15,26(27~),-4~-3,KND,KND,
luckyChloe,"SCT 4, 4","m (TJ), m (TJ)","15,25",js15~,+4~+5,KND,KND,
luckyChloe,SCT 3+4,m (TJ),20,js23~,-3~+1,+4~+8s,KND,
luckyChloe,"SCT 3+4, 4","m (TJ), m","15,20",js18~,-16~-14s,KND,KND,
luckyChloe,SCT d/b+4,l (TC),13,cs4~,-16,-5,-2,
luckyChloe,BT 1,h,12,8~9,+1~+2,+8~+9,+8~+9,
luckyChloe,BT 2,m,17,18,-7,+5,KND,
luckyChloe,BT 3,m,20,15~16,-44~-43 (~20a),-23~-22a,-23~-22a,
luckyChloe,"BT 3, 3+4","m, m","20,25",js1~,+1~+3,KND(KND),KND,
luckyChloe,BT 4,m (TJ),24,23~25 js6~,-10~-8s,KND,KND,
luckyChloe,BT d/b or d or d/f+4,l (TC),18,19s cs4~,-16,-5,-2,
luckyChloe,"BT d+4, 4","l (TC), m?, (SCT)","18,15",19 4~,-1,+3,+12,
luckyChloe,BT d+3+4,l,20,23 cs4~,-18,KND,KND,
luckyChloe,BT 3+4,m (TJ),20,28~32 js15~,-3~+1,+4~+8s,KND,
luckyChloe,"BT 3+4, 4","m, m","20,20",js17~,-16~-14s,KND,KND,
luckyChloe,BT f+3+4,(Special)?,-,b ar1~,-,-,-,
luckyChloe,"BT f+3+4, 3+4","(Special), mm, (Special)","17,20","24,37",-45,CS,CS,
luckyChloe,"BT f+3+4, 3+4, 3+4","(Special), mm, (Special), m","17,20,30",ar1~,-8~-4,KND,KND,
luckyChloe,1,h,7,10,+1,+8,+8,
luckyChloe,2,h,12,12,-4,+7,+7,
luckyChloe,3,m,14,15,-7,+4,+4,
luckyChloe,4,m,15,12,-9,+2,+7,
luckyChloe,f+1,h,7,10,+1,+8,+8,
luckyChloe,f+2,m,12,17,-4,+7,+7,
luckyChloe,f+3,m,15,16~17,-9~-8,+5~+6,+5~+6,
luckyChloe,f+4,m (TJ),14,27 js9~30,-4,+9s,+9s,
luckyChloe,d/f+1,m,13,13~14,-1~0,+7~+8,+7~+8,
luckyChloe,d/f+2,?,14,15,-13,Launch (JG?),Launch (JG?),
luckyChloe,d/f+3,m,15,14,-9,+2,+2,
luckyChloe,d/f+4,l (TJ),19,25 js6~23,-12,+7s,KND,
luckyChloe,d+1,Sm (TC),5,10s cs4~,-5,+6,+6,
luckyChloe,d+2,m,17,16,0,0,KND,
luckyChloe,d+3,l (TC),12,16s cs4~,-17,-3,-3,
luckyChloe,d+4,l (TC),7,13s,-13,-2,-2,
luckyChloe,d/b+1,m,20,21 pc8~,-13,KND,KND,Power crush
luckyChloe,d/b+2,Sm (TC),8,11s cs4~,-4,+7,+7,
luckyChloe,d/b+3,"l, (TWISTL)",17,15,-11,+7s,+7s,
luckyChloe,d/b+4,l (TC),15,18 cs6~,-14,-3,-2,
luckyChloe,b+1,m,20,17~19,-11~-9,KND,KND,
luckyChloe,b+2,m,20,22,-4,+4s,KND,
luckyChloe,b+3,m,15,17,-11,+10kg,+10kg,"Tail spin, Homing"
luckyChloe,b+4,m,17,16,-8,+8,CS,
luckyChloe,u/b or u or u/f+1,m (TJ),12,18 js9~,-8,+3,+3,
luckyChloe,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,
luckyChloe,u/f+3(u+3 or u/b+3),m (TJ),"13(10,7)",15~16 js9~,-15~-14,Launch,Launch,
luckyChloe,u/b+4,! (TJ),60,76~77 js48~,TFU,TFU,TFU,
luckyChloe,u+4,m,15,15~16 js9~,-13~-12,KND,Launch (JG?),
luckyChloe,u/f+4,m,13,15~16 js9~,-13~-12,Launch (JG?),Launch (JG?),
luckyChloe,WS+1,m,10,14~15,-5~-4,+6~+7,+6~+7,
luckyChloe,WS+2,m,20,16,-13,Launch (JG?),Launch (JG?),
luckyChloe,WS+3,m (TC),25,15~16 cs1~,-12~-11,KND,JG,
luckyChloe,WS+4,m,24,11,-3,+8,+8,
luckyChloe,FC+d/b or d+1,Sm (TC),5,10s cs1~,-5,+6,+6,
luckyChloe,FC+d/b or d+2,Sm (TC),10,11s cs1~,-4,+7,+7,
luckyChloe,FC+3,l (TC),12,16s cs1~,-17,-3,-3,
luckyChloe,FC+d/b or d+4,l (TC),10,13s cs1~,-15,-4,-4,
luckyChloe,SS+1,h,7,10(11~),+1,+8,+8,
luckyChloe,SS+2,h,12,12,-4,+7,+7,
luckyChloe,SS+3,m,17,15,-7,+4,+4,
luckyChloe,SS+4,l,17,21~22b (30~) cs6~,-9~-8 (11b),+2~+3,KND,
luckyChloe,BT 1 or 2,h,12,8~9,+1~+2,+8~+9,+8~+9,
luckyChloe,BT 3,m,20,15~16,-44~-43 (~20a),-23~-22a,-23~-22a,
luckyChloe,BT 4,m (TJ),30,23~25 js6~,-10~-8s,KND,KND,
luckyChloe,BT d+1 or 2,Sm,10,10s cs1~,-2,+9,+9,
luckyChloe,BT d+3,l,12,10s cs1~,-11,+3,+3,
luckyChloe,BT d/b or d or d/f+4,l (TC),18,19s cs4~,-16,-5,-2,
